"propertyLocation_id","props.address","props.latitude","props.longitude","props.zipcode","props.zpid","props.city","props.county","props.state","props.country"
5324,"710 W Club Blvd","36.018024","-78.90419",27701,49970463,"Durham","Durham","NC","US"
5325,"708 W Club Blvd","36.017204","-78.90374",27701,49970464,"Durham","Durham","NC","US"
5326,"717 Holloway St","35.995026","-78.88813",27701,49974411,"Durham","Durham","NC","US"
5327,"708 Gerard St","35.995907","-78.91962",27701,49976343,"Durham","Durham","NC","US"
5328,"1201 Hazel St","35.999344","-78.88908",27701,49974108,"Durham","Durham","NC","US"
5329,"1428 Mathison St","35.979713","-78.88878",27701,338384782,"Durham","Durham","NC","US"
5330,"814 Walker St","35.98839","-78.89327",27701,49974787,"Durham","Durham","NC","US"
5331,"106 E Trinity Ave","36.005146","-78.89372",27701,49973513,"Durham","Durham","NC","US"
5332,"208 Edward St","36.00404","-78.891975",27701,49973562,"Durham","Durham","NC","US"
5333,"1014 Spruce St","35.996128","-78.87969",27701,49975751,"Durham","Durham","NC","US"
5334,"906 Colfax St","35.980453","-78.8937",27701,49979406,"Durham","Durham","NC","US"
5335,"510 Eugene St","35.97992","-78.88933",27701,98177985,"Durham","Durham","NC","US"
5336,"1319 Norton St","36.01438","-78.907326",27701,49968399,"Durham","Durham","NC","US"
5337,"610 Dupree St","35.9771","-78.898705",27701,49978856,"Durham","Durham","NC","US"
5338,"723 Holloway St","35.994995","-78.88746",27701,49974414,"Durham","Durham","NC","US"
5339,"1006 Linwood Ave","35.979565","-78.89309",27701,49979398,"Durham","Durham","NC","US"
5340,"5 Withers Ct","35.985493","-78.89749",27701,49980194,"Durham","Durham","NC","US"
5341,"1424 Mathison St","35.979256","-78.88933",27701,98220617,"Durham","Durham","NC","US"
5342,"1117 Spruce St","35.9974","-78.88034",27701,49974229,"Durham","Durham","NC","US"
5343,"1310 Angier Ave","35.985256","-78.88672",27701,49974883,"Durham","Durham","NC","US"
5344,"1317 Norton St","36.014233","-78.9073",27701,49968398,"Durham","Durham","NC","US"
5345,"610 Canal St","35.99816","-78.889755",27701,49973870,"Durham","Durham","NC","US"
5346,"1303 Manteo St","35.99901","-78.88514",27701,49974262,"Durham","Durham","NC","US"
5347,"817 W Knox St","36.01273","-78.90453",27701,49968442,"Durham","Durham","NC","US"
5348,"408 N Queen St","35.995857","-78.89462",27701,49973823,"Durham","Durham","NC","US"
5349,"623 Massey Ave","35.98005","-78.89657",27701,49979465,"Durham","Durham","NC","US"
5350,"105 S Elm St","35.988255","-78.89001",27701,49974830,"Durham","Durham","NC","US"
5351,"506 E Geer St","36.003155","-78.88769",27701,49973963,"Durham","Durham","NC","US"
5352,"707 S Alston Ave","35.979572","-78.89132",27701,49979312,"Durham","Durham","NC","US"
5353,"903 Park Ave","35.995197","-78.87685",27701,338384770,"Durham","Durham","NC","US"
5354,"608 Dupree St","35.9771","-78.89888",27701,49978857,"Durham","Durham","NC","US"
5355,"1509 Ridgeway Ave","35.97078","-78.887566",27701,49979176,"Durham","Durham","NC","US"
5356,"1008 Franklin St","35.989933","-78.88869",27701,49974761,"Durham","Durham","NC","US"
5357,"904 S Plum St","35.97349","-78.886986",27701,49979255,"Durham","Durham","NC","US"
5358,"411 E Geer St","36.003613","-78.88959",27701,49973348,"Durham","Durham","NC","US"
5359,"1506 Chapel Hill Rd","35.99481","-78.921936",27701,49972484,"Durham","Durham","NC","US"
5360,"908 W Knox St","36.013298","-78.90624",27701,49968369,"Durham","Durham","NC","US"
5361,"511 Price Ave","35.979744","-78.89876",27701,49979531,"Durham","Durham","NC","US"
5362,"915 Chester St","35.995575","-78.88306",27701,49974370,"Durham","Durham","NC","US"
5363,"912 W Markham Ave","36.010223","-78.906685",27701,49968533,"Durham","Durham","NC","US"
5364,"1105 Linwood Ave","35.979855","-78.89238",27701,49979372,"Durham","Durham","NC","US"
5365,"903 N Buchanan Blvd","36.011745","-78.91242",27701,49966474,"Durham","Durham","NC","US"
5366,"515 E Geer St","36.00392","-78.886925",27701,49973326,"Durham","Durham","NC","US"
5367,"115 Watts St","36.00232","-78.91157",27701,49967900,"Durham","Durham","NC","US"
5368,"318 Edward St","36.004036","-78.88918",27701,331466138,"Durham","Durham","NC","US"
5369,"1008 North St","36.00498","-78.89766",27701,49969764,"Durham","Durham","NC","US"
5370,"509 Price Ave","35.979782","-78.89892",27701,49979530,"Durham","Durham","NC","US"
5371,"909 Price Ave","35.978283","-78.89316",27701,49978927,"Durham","Durham","NC","US"
5372,"711 Gerard St","35.995705","-78.91921",27701,49976317,"Durham","Durham","NC","US"
5373,"715 Carroll St","35.99457","-78.91564",27701,49976863,"Durham","Durham","NC","US"
5374,"622 E Umstead St","35.982662","-78.89465",27701,49979440,"Durham","Durham","NC","US"
5375,"907 Dayton St","35.973877","-78.893326",27701,337028843,"Durham","Durham","NC","US"
5376,"1109 Franklin St","35.9896","-78.886955",27701,49974742,"Durham","Durham","NC","US"
5377,"216 E Corporation St","36.001072","-78.89226",27701,49973698,"Durham","Durham","NC","US"
5378,"1706 Merrick St","35.97684","-78.89928",27701,98201899,"Durham","Durham","NC","US"
5379,"1306 Drew St","36.00258","-78.87832",27701,49975803,"Durham","Durham","NC","US"
5380,"316 Edward St","36.004032","-78.88931",27701,49973357,"Durham","Durham","NC","US"
5381,"711 Yancey St","35.99377","-78.91296",27701,49976772,"Durham","Durham","NC","US"
5382,"1404 N Duke St","36.01329","-78.905205",27701,49968333,"Durham","Durham","NC","US"
5383,"800 Cox Ave","35.97739","-78.89544",27701,49979037,"Durham","Durham","NC","US"
5384,"208 Dacian Ave","36.0079","-78.896835",27701,49969965,"Durham","Durham","NC","US"
5385,"507 Everett Pl","36.013466","-78.89979",27701,49970453,"Durham","Durham","NC","US"
5386,"1012 Holloway St","35.99422","-78.88308",27701,49974395,"Durham","Durham","NC","US"
5387,"1008 Holloway St","35.99422","-78.883415",27701,49974398,"Durham","Durham","NC","US"
5388,"1112 E Lawson St","35.97389","-78.890175",27701,49979070,"Durham","Durham","NC","US"
5389,"817 Nancy St","36.01192","-78.88522",27701,49973174,"Durham","Durham","NC","US"
5390,"1208 Drew St","36.002266","-78.8792",27701,49975810,"Durham","Durham","NC","US"
5391,"403 Edward St","36.004635","-78.88842",27701,49973286,"Durham","Durham","NC","US"
5392,"1708 Merrick St","35.976704","-78.89928",27701,316592681,"Durham","Durham","NC","US"
5393,"1115 Spruce St","35.997242","-78.88034",27701,49974228,"Durham","Durham","NC","US"
5394,"1024 S Plum St","35.969673","-78.88716",27701,49979179,"Durham","Durham","NC","US"
5395,"1122 N Roxboro St","36.00265","-78.8929",27701,49973580,"Durham","Durham","NC","US"
5396,"1309 North St","36.008232","-78.89906",27701,49969981,"Durham","Durham","NC","US"
5397,"1704 Robinhood Rd","36.00231","-78.8731",27701,49981087,"Durham","Durham","NC","US"
5398,"1802 Robinhood Rd","36.003063","-78.87265",27701,49981080,"Durham","Durham","NC","US"
5399,"421 Eugene St","35.980667","-78.88834",27701,98213571,"Durham","Durham","NC","US"
5400,"624 E Geer St","36.003403","-78.883804",27701,49974140,"Durham","Durham","NC","US"
5401,"616 E Geer St","36.003372","-78.884476",27701,49974142,"Durham","Durham","NC","US"
5402,"802 Dowd St","36.000153","-78.886635",27701,98180877,"Durham","Durham","NC","US"
5403,"1501 Avondale Dr","36.00827","-78.886086",27701,49973098,"Durham","Durham","NC","US"
5404,"819 Glendale Ave","36.002964","-78.89626",27701,64603559,"Durham","Durham","NC","US"
5405,"814 Watts St","36.009674","-78.9108",27701,49968150,"Durham","Durham","NC","US"
5406,"1013 Lancaster St","36.0143","-78.913574",27701,49966751,"Durham","Durham","NC","US"
5407,"1005 N Hyde Park Ave","35.995667","-78.88203",27701,49974354,"Durham","Durham","NC","US"
5408,"715 Kent St","35.995502","-78.9181",27701,49976316,"Durham","Durham","NC","US"
5409,"709 Ridgeway Ave","35.97916","-78.89036",27701,49979320,"Durham","Durham","NC","US"
5410,"1311 S Alston Ave","35.97472","-78.893196",27701,49979082,"Durham","Durham","NC","US"
5411,"1301 Jackson St","35.99529","-78.919716",27701,98224314,"Durham","Durham","NC","US"
5412,"912 Gilbert St","35.99565","-78.88802",27701,2077689909,"Durham","Durham","NC","US"
5413,"703 N Elizabeth St","35.998608","-78.89079",27701,49973901,"Durham","Durham","NC","US"
5414,"1402 Robinhood Rd","36.00013","-78.87607",27701,49975990,"Durham","Durham","NC","US"
5415,"901 Dayton St","35.97395","-78.89366",27701,98213624,"Durham","Durham","NC","US"
5416,"734 Eva St","35.99332","-78.88749",27701,242011559,"Durham","Durham","NC","US"
5417,"601 Price Ave","35.97967","-78.898445",27701,49979500,"Durham","Durham","NC","US"
5418,"1207 Camden Ave","36.012886","-78.88061",27701,49981047,"Durham","Durham","NC","US"
5419,"1006 Gloria Ave","36.003716","-78.9087",27701,49967951,"Durham","Durham","NC","US"
5420,"909 S Alston Ave","35.97793","-78.892006",27701,49979347,"Durham","Durham","NC","US"
5421,"927 E Ramseur St","35.98652","-78.89246",27701,316592325,"Durham","Durham","NC","US"
5422,"602 Dupree St","35.977097","-78.89938",27701,49978860,"Durham","Durham","NC","US"
5423,"813 N Mangum St","36.002075","-78.89539",27701,150993521,"Durham","Durham","NC","US"
5424,"1001 Camden Ave","36.011528","-78.88349",27701,49973195,"Durham","Durham","NC","US"
5425,"1710 Rosetta Dr","36.005177","-78.88876",27701,49973275,"Durham","Durham","NC","US"
5426,"1210 Ivy St","35.99802","-78.878525",27701,49975608,"Durham","Durham","NC","US"
5427,"1012 Washington St","36.00986","-78.89942",27701,338384645,"Durham","Durham","NC","US"
5428,"1108 Franklin St","35.989407","-78.88731",27701,49974750,"Durham","Durham","NC","US"
5429,"1022 W Trinity Ave","36.00585","-78.91013",27701,49968053,"Durham","Durham","NC","US"
5430,"602 Gray Ave","35.99897","-78.88869",27701,49973845,"Durham","Durham","NC","US"
5431,"1304 Drew St","36.00248","-78.878456",27701,49975805,"Durham","Durham","NC","US"
5432,"610 Carroll St","35.996128","-78.91595",27701,49976322,"Durham","Durham","NC","US"
5433,"1414 Dollar Ave","36.016087","-78.90918",27701,49968274,"Durham","Durham","NC","US"
5434,"1309 Shawnee St","36.006123","-78.89183",27701,49973462,"Durham","Durham","NC","US"
5435,"1307 N Alston Ave","35.999496","-78.88615",27701,49974197,"Durham","Durham","NC","US"
5436,"929 E Ramseur St","35.986385","-78.89243",27701,316592380,"Durham","Durham","NC","US"
5437,"929 E Ramseur St #4",NULL,NULL,27701,2068063300,"Durham","Durham","NC","US"
5438,"1005 Dacian Ave","36.00737","-78.908775",27701,49968077,"Durham","Durham","NC","US"
5439,"207 W Corporation St","36.001637","-78.89668",27701,49969735,"Durham","Durham","NC","US"
5440,"119 W Trinity Ave","36.005165","-78.89567",27701,49973543,"Durham","Durham","NC","US"
5441,"1110 Spruce St","35.99695","-78.87968",27701,49975735,"Durham","Durham","NC","US"
5442,"1019 W Markham Ave","36.009605","-78.90989",27701,49968209,"Durham","Durham","NC","US"
5443,"112 E Trinity Ave","36.005047","-78.89315",27701,49973510,"Durham","Durham","NC","US"
5444,"618 Shepherd St","35.99564","-78.913376",27701,49976715,"Durham","Durham","NC","US"
5445,"3821 Dale St",NULL,NULL,27701,2067216968,"Durham","Durham","NC","US"
5446,"1416 Dollar Ave","36.016228","-78.90917",27701,49968273,"Durham","Durham","NC","US"
5447,"501 Everett Pl","36.01345","-78.89916",27701,49970449,"Durham","Durham","NC","US"
5448,"1718 Rosetta Dr","36.00568","-78.88903",27701,49973270,"Durham","Durham","NC","US"
5449,"1410 Braxton St","36.00041","-78.87724",27701,49975991,"Durham","Durham","NC","US"
5450,"1408 Braxton St","36.0002","-78.87733",27701,49975992,"Durham","Durham","NC","US"
5451,"704 Shepherd St","35.995174","-78.913414",27701,49976740,"Durham","Durham","NC","US"
5452,"821 Lancaster St","36.01121","-78.9137",27701,49966592,"Durham","Durham","NC","US"
5453,"1422 N Duke St","36.014523","-78.90516",27701,49968344,"Durham","Durham","NC","US"
5454,"1603 Fay St","36.002117","-78.87841",27701,49975796,"Durham","Durham","NC","US"
5455,"1404 Fay St","36.000263","-78.87944",27701,49975847,"Durham","Durham","NC","US"
5456,"806 Cleveland St","35.998497","-78.89575",27701,98219471,"Durham","Durham","NC","US"
5457,"306 E Knox St","36.012283","-78.88811",27701,49973073,"Durham","Durham","NC","US"
5458,"310 Edward St","36.003983","-78.8898",27701,49973360,"Durham","Durham","NC","US"
5459,"604 Price Ave","35.979183","-78.898445",27701,49978793,"Durham","Durham","NC","US"
5460,"820 Kent St","35.994095","-78.919205",27701,49972445,"Durham","Durham","NC","US"
5461,"818 Carroll St","35.993225","-78.91635",27701,2075967238,"Durham","Durham","NC","US"
5462,"1316 Glendale Ave","36.008667","-78.895615",27701,49973385,"Durham","Durham","NC","US"
5463,"9 Edgemont Ln","35.988167","-78.88937",27701,49974852,"Durham","Durham","NC","US"
5464,"1310 N Hyde Park Ave","35.99955","-78.881485",27701,49975780,"Durham","Durham","NC","US"
5465,"1403 Manteo St","36.000347","-78.885086",27701,49974189,"Durham","Durham","NC","US"
5466,"814 Gerard St","35.99446","-78.92014",27701,49972463,"Durham","Durham","NC","US"
5467,"907 Angier Ave","35.98755","-78.89114",27701,49974850,"Durham","Durham","NC","US"
5468,"1418 N Duke St","36.014385","-78.90517",27701,49968345,"Durham","Durham","NC","US"
5469,"707 W Club Blvd","36.016525","-78.90353",27701,49970372,"Durham","Durham","NC","US"
5470,"1500 Braxton St","36.000782","-78.87708",27701,49975929,"Durham","Durham","NC","US"
5471,"1210 Linwood Ave","35.978905","-78.89108",27701,49979368,"Durham","Durham","NC","US"
5472,"318 Wake Pl","36.00084","-78.89083",27701,49974065,"Durham","Durham","NC","US"
5473,"421 W Markham Ave","36.009644","-78.89895",27701,98205073,"Durham","Durham","NC","US"
5474,"423 Eugene St","35.980568","-78.88839",27701,249940031,"Durham","Durham","NC","US"
5475,"1500 Ruffin St","36.01487","-78.90263",27701,49970335,"Durham","Durham","NC","US"
5476,"1103 Franklin St","35.989857","-78.88763",27701,49974739,"Durham","Durham","NC","US"
5477,"1101 Worth St","35.98947","-78.88808",27701,98186375,"Durham","Durham","NC","US"
5478,"1102 Franklin St","35.98966","-78.88797",27701,49974753,"Durham","Durham","NC","US"
5479,"10 Edgemont Ln","35.987553","-78.88939",27701,49974845,"Durham","Durham","NC","US"
5480,"604 Dowd St","36.00014","-78.888466",27701,49974099,"Durham","Durham","NC","US"
5481,"410 N Buchanan Blvd","36.006332","-78.91196",27701,304175797,"Durham","Durham","NC","US"
5482,"1310 Watts St","36.013893","-78.91051",27701,49968418,"Durham","Durham","NC","US"
5483,"1422 N Gregson St","36.016613","-78.90793",27701,49968288,"Durham","Durham","NC","US"
5484,"1002 Drew St","36.000874","-78.88443",27701,49974185,"Durham","Durham","NC","US"
5485,"1100 N Driver St","35.996185","-78.87765",27701,49975697,"Durham","Durham","NC","US"
5486,"1213 Grant St","35.97766","-78.89512",27701,49978965,"Durham","Durham","NC","US"
5487,"820 Ridgeway Ave","35.9777","-78.890816",27701,49979354,"Durham","Durham","NC","US"
5488,"1305 Spaulding St","35.980328","-78.89691",27701,49979479,"Durham","Durham","NC","US"
5489,"701 Lee St","36.002228","-78.88762",27701,49973948,"Durham","Durham","NC","US"
5490,"6 Kingston Mill Ct","35.989197","-78.893585",27701,49974778,"Durham","Durham","NC","US"
5491,"1008 Drew St","36.000847","-78.88398",27701,49974181,"Durham","Durham","NC","US"
5492,"803 Price Ave","35.978645","-78.89467",27701,49978941,"Durham","Durham","NC","US"
5493,"716 Arnette Ave","35.99451","-78.91454",27701,49976852,"Durham","Durham","NC","US"
5494,"902 Shepherd St","35.99277","-78.91342",27701,49976897,"Durham","Durham","NC","US"
5495,"801 N Elizabeth St","35.999405","-78.89079",27701,49974127,"Durham","Durham","NC","US"
5496,"1223 Lakeland St","35.97528","-78.89065",27701,49979068,"Durham","Durham","NC","US"
5497,"510 Price Ave","35.979332","-78.89907",27701,49978805,"Durham","Durham","NC","US"
5498,"1205 S Alston Ave","35.9757","-78.89285",27701,49978980,"Durham","Durham","NC","US"
5499,"1318 N Gregson St","36.01447","-78.907936",27701,49968388,"Durham","Durham","NC","US"
5500,"828 Ridgeway Ave","35.977005","-78.89059",27701,49979356,"Durham","Durham","NC","US"
5501,"804 Holloway St","35.994232","-78.88691",27701,49974430,"Durham","Durham","NC","US"
5502,"1507 Robinhood Rd","36.00118","-78.875015",27701,49975901,"Durham","Durham","NC","US"
5503,"1009 Taylor St","35.991276","-78.88775",27701,49974722,"Durham","Durham","NC","US"
5504,"813 Burch Ave","35.99791","-78.91565",27701,49976266,"Durham","Durham","NC","US"
5505,"204 E Trinity Ave","36.0052","-78.8923",27701,150993375,"Durham","Durham","NC","US"
5506,"804 Juniper St","35.99862","-78.88616",27701,49973842,"Durham","Durham","NC","US"
5507,"903 S Plum St","35.973637","-78.88625",27701,49979228,"Durham","Durham","NC","US"
5508,"1104 Taylor St","35.99058","-78.887215",27701,49974736,"Durham","Durham","NC","US"
5509,"930 Englewood Ave","36.015068","-78.90795",27701,337028361,"Durham","Durham","NC","US"
5510,"926 Englewood Ave","36.01506","-78.9078",27701,337028699,"Durham","Durham","NC","US"
5511,"1521 N Duke St","36.016315","-78.905876",27701,49968317,"Durham","Durham","NC","US"
5512,"1514 Ruffin St","36.015812","-78.902534",27701,49970359,"Durham","Durham","NC","US"
5513,"1402 N Gregson St","36.015205","-78.90796",27701,49968292,"Durham","Durham","NC","US"
5514,"1110 Watts St","36.011917","-78.910614",27701,49968234,"Durham","Durham","NC","US"
5515,"1106 Chester St","35.99681","-78.88259",27701,2115437098,"Durham","Durham","NC","US"
5516,"1424 N Duke St","36.01468","-78.90515",27701,98191588,"Durham","Durham","NC","US"
5517,"1502 N Duke St","36.01486","-78.90514",27701,49968341,"Durham","Durham","NC","US"
5518,"509 Eugene St","35.979816","-78.888725",27701,49980096,"Durham","Durham","NC","US"
5519,"908 Demerius St","36.012436","-78.906784",27701,49968449,"Durham","Durham","NC","US"
5520,"824 Wilkerson Ave","35.999706","-78.916046",27701,49968625,"Durham","Durham","NC","US"
5521,"931 E Ramseur St","35.986248","-78.89258",27701,316592375,"Durham","Durham","NC","US"
5522,"1313 Lancaster St","36.01791","-78.913376",27701,49970543,"Durham","Durham","NC","US"
5523,"1611 Rosetta Dr","36.004147","-78.88889",27701,49973354,"Durham","Durham","NC","US"
5524,"1705 Robinhood Rd","36.002724","-78.8737",27701,49981122,"Durham","Durham","NC","US"
5525,"907 Holloway St","35.994778","-78.88543",27701,49974381,"Durham","Durham","NC","US"
5526,"1010 Holloway St","35.99422","-78.88325",27701,49974396,"Durham","Durham","NC","US"
5527,"815 Burch Ave","35.997936","-78.915855",27701,49976267,"Durham","Durham","NC","US"
5528,"809 N Mangum St","36.001884","-78.895454",27701,242012076,"Durham","Durham","NC","US"
5529,"707 Holloway St","35.994858","-78.888824",27701,49974406,"Durham","Durham","NC","US"
5530,"1009 Watts St","36.010666","-78.91141",27701,89666154,"Durham","Durham","NC","US"
5531,"917 Englewood Ave","36.01462","-78.907135",27701,49968385,"Durham","Durham","NC","US"
5532,"1505 N Duke St","36.015163","-78.90586",27701,49968310,"Durham","Durham","NC","US"
5533,"1515 Ruffin St","36.015873","-78.90334",27701,49970367,"Durham","Durham","NC","US"
5534,"1403 N Hyde Park Ave","35.99996","-78.88196",27701,49974172,"Durham","Durham","NC","US"
5535,"603 Dupree St","35.977627","-78.89899",27701,49978811,"Durham","Durham","NC","US"
5536,"1201 S Alston Ave","35.97602","-78.89273",27701,49978978,"Durham","Durham","NC","US"
5537,"1022 Monmouth Ave","36.00692","-78.910126",27701,49968092,"Durham","Durham","NC","US"
5538,"904 Dupree St","35.976357","-78.89455",27701,49979050,"Durham","Durham","NC","US"
5539,"1108 Chester St","35.99688","-78.8826",27701,338384775,"Durham","Durham","NC","US"
5540,"927 Green St","36.010902","-78.90792",27701,49968522,"Durham","Durham","NC","US"
5541,"1010 N Duke St","36.009563","-78.90526",27701,49968580,"Durham","Durham","NC","US"
5542,"1122 Gurley St #C","36.00257","-78.89183",27701,337435614,"Durham","Durham","NC","US"
5543,"1122C Gurley St","36.002747","-78.89224",27701,2071194250,"Durham","Durham","NC","US"
5544,"1410 Acadia St","36.010746","-78.89403",27701,49972966,"Durham","Durham","NC","US"
5545,"919 W Club Blvd","36.01653","-78.907524",27701,70919048,"Durham","Durham","NC","US"
5546,"826 Ridgeway Ave","35.9772","-78.89069",27701,49979357,"Durham","Durham","NC","US"
5547,"1101 Chester St","35.996433","-78.88305",27701,98215579,"Durham","Durham","NC","US"
5548,"312 Clark St","36.0121","-78.8969",27701,49970088,"Durham","Durham","NC","US"
5549,"323B Clark St","36.011597","-78.89804",27701,49970146,"Durham","Durham","NC","US"
5550,"1118 Gurley St","36.002384","-78.89187",27701,49973561,"Durham","Durham","NC","US"
5551,"609 N Roxboro St","35.998474","-78.89489",27701,49973732,"Durham","Durham","NC","US"
5552,"918 Urban Ave","36.009075","-78.90704",27701,49968559,"Durham","Durham","NC","US"
5553,"508 E Geer St","36.003162","-78.88751",27701,49973957,"Durham","Durham","NC","US"
5554,"926 S Plum St","35.972008","-78.88705",27701,49979243,"Durham","Durham","NC","US"
5555,"509 Simmons St","35.98242","-78.89799",27701,49979447,"Durham","Durham","NC","US"
5556,"506 Oakwood Ave","35.996628","-78.8932",27701,49973802,"Durham","Durham","NC","US"
5557,"827 Wilkerson Ave","35.999123","-78.91642",27701,49976143,"Durham","Durham","NC","US"
5558,"606 N Elizabeth St","35.997795","-78.89034",27701,49973874,"Durham","Durham","NC","US"
5559,"1401 Evergreen St","35.99765","-78.877655",27701,49975595,"Durham","Durham","NC","US"
5560,"1213 N Roxboro St","36.00438","-78.89315",27701,49973504,"Durham","Durham","NC","US"
5561,"1212 Spruce St","35.99831","-78.879654",27701,49975620,"Durham","Durham","NC","US"
5562,"908 N Driver St","35.99504","-78.87773",27701,49975705,"Durham","Durham","NC","US"
5563,"709 S Alston Ave","35.97943","-78.89139",27701,49979313,"Durham","Durham","NC","US"
5564,"1011 Spruce St","35.996002","-78.88037",27701,49974326,"Durham","Durham","NC","US"
5565,"1024 W Markham Ave","36.01026","-78.91025",27701,49968212,"Durham","Durham","NC","US"
5566,"1313 S Alston Ave","35.974556","-78.89325",27701,49979081,"Durham","Durham","NC","US"
5567,"823 Pauli Murray Pl","35.993923","-78.91637",27701,87757678,"Durham","Durham","NC","US"
5568,"1307 Glendale Ave","36.007896","-78.89633",27701,49969968,"Durham","Durham","NC","US"
5569,"503 Oakwood Ave","35.996418","-78.89381",27701,49973805,"Durham","Durham","NC","US"
5570,"606 Price Ave","35.979145","-78.89828",27701,49978790,"Durham","Durham","NC","US"
5571,"1110 Fern St","35.996","-78.880875",27701,49974340,"Durham","Durham","NC","US"
5572,"602 Dunbar St","35.978436","-78.8987",27701,49978828,"Durham","Durham","NC","US"
5573,"912 Dayton St","35.973373","-78.89305",27701,70919070,"Durham","Durham","NC","US"
5574,"400 Anita St","36.009045","-78.89039",27701,49973140,"Durham","Durham","NC","US"
5575,"1513 Fay St","36.001904","-78.87882",27701,49975794,"Durham","Durham","NC","US"
5576,"309 Monmouth Ave","36.006294","-78.89955",27701,49970069,"Durham","Durham","NC","US"
5577,"207 Northwood Cir","36.002567","-78.89714",27701,49969809,"Durham","Durham","NC","US"
5578,"1714 N Alston Ave","36.004963","-78.88611",27701,49973315,"Durham","Durham","NC","US"
5579,"320 W Trinity Ave","36.005997","-78.90061",27701,49970063,"Durham","Durham","NC","US"
5580,"422 Sowell St","35.980137","-78.887375",27701,89699334,"Durham","Durham","NC","US"
5581,"1115 N Roxboro St","36.002228","-78.89366",27701,150993503,"Durham","Durham","NC","US"
5582,"905 Washington St","36.005913","-78.902",27701,49969933,"Durham","Durham","NC","US"
5583,"702 N Queen St","35.997883","-78.893456",27701,49973651,"Durham","Durham","NC","US"
5584,"1003 N Hyde Park Ave","35.995556","-78.882034",27701,49974353,"Durham","Durham","NC","US"
5585,"1308 N Mangum St","36.00923","-78.89281",27701,49973005,"Durham","Durham","NC","US"
5586,"1404 Manteo St","36.000427","-78.88452",27701,49974187,"Durham","Durham","NC","US"
5587,"1107 Fern St","35.995434","-78.90217",27701,49974208,"Durham","Durham","NC","US"
5588,"905 Dale St","35.987793","-78.889984",27701,49974833,"Durham","Durham","NC","US"
5589,"915 Arnette Ave","35.991802","-78.91398",27701,49976892,"Durham","Durham","NC","US"
5590,"1923 Glendale Ave","36.016224","-78.896286",27701,49970269,"Durham","Durham","NC","US"
5591,"408 Gray Ave","35.999043","-78.891075",27701,49973905,"Durham","Durham","NC","US"
5592,"1118 N Duke St","36.01088","-78.90523",27701,49968498,"Durham","Durham","NC","US"
5593,"1510 Granby St","36.0011","-78.88259",27701,49974162,"Durham","Durham","NC","US"
5594,"1106 Taylor St","35.99051","-78.887024",27701,49974735,"Durham","Durham","NC","US"
5595,"114 N Buchanan Blvd","36.003105","-78.91212",27701,49967896,"Durham","Durham","NC","US"
5596,"1212 Gilbert St","35.995064","-78.87913",27701,49975769,"Durham","Durham","NC","US"
5597,"231 Knox Cir","36.01277","-78.88839",27701,49972935,"Durham","Durham","NC","US"
5598,"604 Dunbar St","35.978405","-78.89854",27701,98212129,"Durham","Durham","NC","US"
5599,"1200 N Duke St","36.011177","-78.90524",27701,49968463,"Durham","Durham","NC","US"
5600,"602 Canal St","35.998177","-78.89017",27701,337028694,"Durham","Durham","NC","US"
5601,"910 Park Ave","35.995167","-78.876526",27701,49975669,"Durham","Durham","NC","US"
5602,"710 North St","36.001606","-78.89752",27701,64784111,"Durham","Durham","NC","US"
5603,"1726 N Roxboro St","36.01255","-78.89068",27701,305926966,"Durham","Durham","NC","US"
5604,"417 Edward St","36.00518","-78.88739",27701,49973294,"Durham","Durham","NC","US"
5605,"414 W Markham Ave","36.010384","-78.89846",27701,49970176,"Durham","Durham","NC","US"
5606,"1207 Grant St","35.97798","-78.895",27701,49978962,"Durham","Durham","NC","US"
5607,"1111 N Duke St","36.01076","-78.90585",27701,49968543,"Durham","Durham","NC","US"
5608,"911 Camden Ave","36.01147","-78.883644",27701,49973194,"Durham","Durham","NC","US"
5609,"113 W Geer St","36.003628","-78.89585",27701,49973614,"Durham","Durham","NC","US"
5610,"418 Dowd St","36.000084","-78.890656",27701,49974131,"Durham","Durham","NC","US"
5611,"311 N Gregson St","36.00294","-78.90852",27701,49967927,"Durham","Durham","NC","US"
5612,"805 Drew St","36.001263","-78.88631",27701,49973995,"Durham","Durham","NC","US"
5613,"1107 Calvin St","35.996758","-78.88414",27701,49974292,"Durham","Durham","NC","US"
5614,"708 Eva St","35.99335","-78.88924",27701,49974483,"Durham","Durham","NC","US"
5615,"1203 Ivy St","35.997753","-78.879135",27701,98218922,"Durham","Durham","NC","US"
5616,"905 Carroll St","35.99257","-78.9156",27701,49976829,"Durham","Durham","NC","US"
5617,"703 Watts St","36.007957","-78.91146",27701,49968116,"Durham","Durham","NC","US"
5618,"1120 N Roxboro St","36.002487","-78.892944",27701,49973581,"Durham","Durham","NC","US"
5619,"1210 Franklin St","35.988888","-78.885925",27701,49974659,"Durham","Durham","NC","US"
5620,"100 E Corporation St","36.001045","-78.895134",27701,49973709,"Durham","Durham","NC","US"
5621,"1003 N Driver St","35.995598","-78.87831",27701,49975746,"Durham","Durham","NC","US"
5622,"1116 N Buchanan Blvd","36.016296","-78.91158",27701,150986265,"Durham","Durham","NC","US"
5623,"1305 North St","36.008053","-78.89898",27701,49969980,"Durham","Durham","NC","US"
5624,"1608 Fay St","36.002193","-78.87773",27701,49975832,"Durham","Durham","NC","US"
